"ROOMID","SITEID","NAME","CATEGORY","TYPE","CLASSIFICATION","ROOMGRPCODE","ZONE","CAPACITY","PREFMIN","PREFMAX","DEPTID","ROOMAREA","DYNAFILL","SETID","UNIQUEFIELD","LINKCODE","CAMPUSID"
"009","Senate","Senate House Beveridge Hall","EXT","DB","CR","","N",450,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"006","Senate","Senate House G37","EXT","DB","CR","","N",15,,,"HISTR_SHS",-1,"N","LIVE-16-17","","","X06"
"TAV2902","TAV29","Tavistock (29) SPP Committee Room","SNR","DB","CR","","N",15,,,"POLSC_SHS",-1,"N","LIVE-16-17","","TAVSQ29_",""
"TAV2901","TAV29","Tavistock (29) SPP Council Room","SNR","DB","CR","","N",50,,,"POLSC_SHS",-1,"N","LIVE-16-17","","TAVSQ29_",""
"TAV2903","TAV29","Tavistock (29) SPP Seminar Room","SNR","DB","CR","","N",5,,,"POLSC_SHS",-1,"N","LIVE-16-17","","TAVSQ29_",""
"2225","381","Euston (183) Lecture Theatre","EXT","DB","LT","","",80,,,"UCLHM_LIF",-1,"N","LIVE-16-17","","","X06"
"2226","381","Euston (183) Seminar Room 1","EXT","DB","CR","","",35,,,"UCLHM_LIF",-1,"N","LIVE-16-17","","","X06"
"2227","381","Euston (183) Seminar Room 2","EXT","DB","CR","","",15,,,"UCLHM_LIF",-1,"N","LIVE-16-17","","","X06"
"1337","SOAS","SOAS","EXT","DB","LT","","N",20,,,"ARCLG_SHS",-1,"N","LIVE-16-17","","","X06"
"11","RYHLWY","RHUL Bedford Square","EXT","DB","CR","","N",20,,,"HISTR_SHS",-1,"N","LIVE-16-17","","","X06"
"1336","RYCGSR","Royal College of Surgeons  Lab","EXT","DB","LA","","N",15,,,"ARCLG_SHS",-1,"N","LIVE-16-17","","","X06"
"ZSL","RP","London Zoo","EXT","DB","SS","","N",500,,,"LANGC_ART",-1,"N","LIVE-16-17","","","X06"
"700","MEGA","Capacity Global Offices","EXT","DB","CR","","N",30,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","MEGA","X06"
"002","LBS","Computer Lab","EXT","","","","",15,,,"COMPS_ENG",-1,"N","LIVE-16-17","","","X06"
"S101","KINGSCL","Kings Strand Building S-1.01","EXT","DB","CR","","N",45,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"K128","KINGSCL","Kings Building K1.28","EXT","DB","CR","","N",114,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"C342N","KINGSCL","Norfolk Building, Room C342N","EXT","DB","CR","","N",20,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"605","KINGSCL","Philosophy Building Room 605","EXT","DB","CR","","N",20,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"5771","KINGSCL","Kings Pyramid Room","EXT","DB","CR","","N",25,,,"CIVLG_ENG",-1,"N","LIVE-16-17","","KINGSCL","X06"
"5769","KINGSCL","Kings Strand Building Sem 3","EXT","DB","CR","","N",20,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"405","KINGSCL","Philosophy Building Room 405","EXT","DB","CR","","N",40,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"122","KINGSCL","Kings Strand Building S-1.22","EXT","DB","CR","","N",45,,,"PHILO_ART",-1,"N","LIVE-16-17","","KINGSCL","X06"
"001","KINGSCL","LSE","EXT","DB","CR","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"G36","374","Rockefeller Building Meeting Room 1","CLU","DB","CR","","Y",20,,,"UCLMS_BMS",36.2999992,"N","LIVE-16-17","","ROCKF_","X01"
"2059","121","Mill Hill - Radcliffe Observatory North Wing Lecture Room (C5)","ACO","DB","CR","","N",12,,,"PHYSA_MAP",-1,"N","LIVE-16-17","","MHILL_","X04"
"424","215","Mortimer Market Centre 424","","DB","MR","","",10,,,"POP05_PHS",15,"N","LIVE-16-17","","","X01"
"B1110130","245","Eastman Dental Institute B1110130","MEI","DB","LA","","N",,,,"EASTD_MDS",50,"N","LIVE-16-17","","","X05"
"B1110132","245","Eastman Dental Institute B1110132","MEI","DB","LA","","N",,,,"EASTD_MDS",9.60000038,"N","LIVE-16-17","","","X05"
"B1110133","245","Eastman Dental Institute B1110133","MEI","DB","LA","","N",,,,"EASTD_MDS",7.69999981,"N","LIVE-16-17","","","X05"
"B1110308","245","Eastman Dental Institute B1110308","MEI","DB","LA","","N",,,,"EASTD_MDS",35.2999992,"N","LIVE-16-17","","","X05"
"BX609808","245","Eastman Dental Institute BX609808","MEI","DB","LA","","N",,,,"EASTD_MDS",42.5,"N","LIVE-16-17","","","X05"
"LG01","150","Euston Road (222) LG01","MEI","DB","CR","","N",44,,,"HEINF_PHS",71.8000031,"N","LIVE-16-17","","FARR","X01"
"LG07","150","Euston Road (222) LG07","MEI","DB","CR","","N",10,,,"HEINF_PHS",20.7999992,"N","LIVE-16-17","","FARR","X01"
"YMCAJR","YMCA","Indian YMCA Jubilee Room","EXT","DB","CR","","N",25,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"LG02","150","Euston Road (222) LG02","MEI","DB","CR","","N",10,,,"HEINF_PHS",23.2999992,"N","LIVE-16-17","","FARR","X01"
"102","350","Malet Place Engineering Building 1.02","REC","CB","LT","","YP",84,,,"ESTDV_ADM",63.5999985,"N","LIVE-16-17","","MALET_","X01"
"103","350","Malet Place Engineering Building 1.03","REC","CB","LT","","YP",84,,,"ESTDV_ADM",63.5999985,"N","LIVE-16-17","","MALET_","X01"
"ASV","EXT","Archaeology Site Visit","EXT","DB","SS","","N",20,,,"ARCLG_SHS",-1,"N","LIVE-16-17","","","X06"
"2229","EXT","Ordnance Survey","EXT","DB","SS","","N",,,,"CIVLG_ENG",-1,"N","LIVE-16-17","","","X06"
"G12","012","South Wing G12 Council Room","REC","CB","MR","","YP",24,,,"ESTDV_ADM",77.3000031,"N","LIVE-16-17","","SWING_","X01"
"104","365","Engineering Front Suite 104","REC","CB","CR","","YP",25,,,"ESTDV_ADM",118.900002,"N","LIVE-16-17","","BEDFD_","X01"
"104","350","Malet Place Engineering Building 1.04","REC","CB","CR","","YP",22,,,"ESTDV_ADM",43,"N","LIVE-16-17","","MALET_","X01"
"105","350","Malet Place Engineering Building 1.05","REC","DB","PC1","","N",25,,,"COMPS_ENG",66.5999985,"N","LIVE-16-17","","MALET_","X01"
"B32","024","Gordon Square (26) B32","REC","CB","CR","","YP",32,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","GRDSQ26_","X01"
"431","126","Taviton (16) 431","SNR","CB","CR","","YP",32,,,"ESTDV_ADM",44.9000015,"N","LIVE-16-17","","TAVTN_","X01"
"103","365","Engineering Front Executive Suite 103","REC","CB","LT","","YP",34,,,"ESTDV_ADM",118.900002,"N","LIVE-16-17","","BEDFD_","X01"
"G2","368","Ophthalmology Lecture Cabin","NEU","DB","LT","","N",,,,"BIOSC_LIF",-1,"N","LIVE-16-17","","ION","X05"
"101","035","Gordon Square (16-18) 101","REC","CB","CR","","YP",35,,,"ESTDV_ADM",34,"N","LIVE-16-17","","GRDSQ16_","X01"
"G17","003","Pearson Building (North East Entrance) G17","REC","CB","CR","","YP",20,,,"ESTDV_ADM",45.5999985,"N","LIVE-16-17","","PEARS_","X01"
"105","026","Gordon Square (24) 105","REC","CB","LT","","YP",39,,,"ESTDV_ADM",34.4000015,"N","LIVE-16-17","","GRDSQ24_","X01"
"107","025","Gordon Square (25) 107","REC","CB","LT","","YP",39,,,"ESTDV_ADM",36.7999992,"N","LIVE-16-17","","GRDSQ25_","X01"
"G22","003","Pearson Building (North East Entrance) G22 LT","REC","CB","LT","","YP",84,,,"ESTDV_ADM",86.3000031,"N","LIVE-16-17","","PEARS_","X01"
"G23","003","Pearson Building (North East Entrance) G23","REC","CB","CR","","YP",18,,,"ESTDV_ADM",31.3199997,"N","LIVE-16-17","","PEARS_","X01"
"114","040","Foster Court 114","REC","CB","CR","","YP",40,,,"ESTDV_ADM",71.3000031,"N","LIVE-16-17","","FOSTR_","X01"
"G26","003","Pearson Building (North East Entrance) G26","REC","CB","CR","","YA",10,,,"ESTDV_ADM",22.7999992,"N","LIVE-16-17","","PEARS_","X01"
"G04","400","Bidborough House G04","SNR","DB","MR","","NN",10,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","",""
"G14","400","Bidborough House G14","SNR","DB","MR","","NN",6,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","",""
"103","400","Bidborough House 103","SNR","DB","MR","","NN",6,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","",""
"105","400","Bidborough House 105","SNR","DB","MR","","NN",10,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","",""
"G03","400","Bidborough House G03","SNR","DB","MR","","NN",10,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","",""
"432","126","Taviton (16) 432","SNR","CB","CR","","YP",44,,,"ESTDV_ADM",49.5,"N","LIVE-16-17","","TAVTN_","X01"
"G01","150","Euston Road (222) G01","MEI","DB","CR","","N",60,,,"BIOSC_LIF",-1,"N","LIVE-16-17","","FARR","X01"
"YHLC","YHLC","York Hall Leisure Centre - York Hall","EXT","DB","CR","","N",300,,,"ECONS_SHS",-1,"N","LIVE-16-17","","YHLC","X06"
"101","088","Gordon House 101","SNR","DB","OF","","N",4,,,"GRKLT_ART",-1,"N","LIVE-16-17","","GRDHS_","X01"
"104","088","Gordon House 104","SNR","DB","OF","","N",15,,,"GRKLT_ART",-1,"N","LIVE-16-17","","GRDHS_","X01"
"G09","088","Gordon House G09","SNR","DB","CR","","N",25,,,"GRKLT_ART",-1,"N","LIVE-16-17","","GRDHS_","X01"
"HUBSRB","221","Archway - G09 Holborn Union (formerly Seminar Rm B)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"B94F","005","Wilkins Building (Main Building) B9F","REC","DB","STU","","NN",,,,"SLADE_ART",0.899999976,"N","LIVE-16-17","","WILKN_","X01"
"230","037","Medawar Building 230","REC","DB","CR","","YP",4,,,"LMCBL_LIF",60,"N","LIVE-16-17","","MEDAW_","X01"
"EFB002","222","Archway - G04 Estates & Facilities (formerly Rm 2)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-15-16","","ESTAT_","X03"
"G09","037","Medawar Building G09","REC","DB","MR","","YP",,,,"BIOSC_LIF",13.6999998,"N","LIVE-16-17","","MEDAW_","X01"
"408","126","Taviton (16) 408","SNR","DB","OF","","N",6,,,"SSESS_SHS",49.5,"N","LIVE-16-17","","TAVTN_","X01"
"G12","037","Medawar Building G12","REC","DB","LA","","YP",,,,"NEU09_BRN",10.1000004,"N","LIVE-16-17","","MEDAW_","X01"
"335","374","Rockefeller Building 335","CLU","CB","CR","","YP",20,,,"ESTDV_ADM",36.2999992,"N","LIVE-16-17","","ROCKF_","X01"
"EFB003","222","Archway - G03 Estates & Facilities (formely Rm 3)","WHH","WB","CR","","N",40,,,"EXWRBO",-1,"N","LIVE-15-16","","ESTAT_","X03"
"B52","374","Rockefeller Building B52","CLU","DB","MR","","YP",4,,,"UCLMS_MDS",8.89999962,"N","LIVE-16-17","","ROCKF_","X01"
"EFB004","222","Archway - G02 Estates & Facilities (formerly Rm 4)","WHH","WB","CR","","N",10,,,"EXWRBO",-1,"N","LIVE-15-16","","ESTAT_","X03"
"G39","016","Anatomy G39","REC","DB","LA","","YP",4,,,"NEU09_BMS",34.0999985,"N","LIVE-16-17","","MEDSC_G29","X01"
"EFB005","222","Archway - G01 Estates & Facilities  (formerly Rm 5)","WHH","WB","CR","","N",10,,,"EXWRBO",-1,"N","LIVE-15-16","","ESTAT_","X03"
"SEM2","396","Tottenham Court Road (170) Seminar Room 2","SNR","DB","CR","","N",,,,"BIOSC_LIF",-1,"N","LIVE-16-17","","TCR170","X01"
"107","201","Rockefeller Building 107","CLU","DB","LA","","YP",18,,,"DOM01_BMS",45.7000008,"N","LIVE-16-17","","ROCKF_","X01"
"SEM1","396","Tottenham Court Road (170) Seminar Room 1","SNR","DB","CR","","N",,,,"BIOSC_LIF",-1,"N","LIVE-16-17","","TCR170","X01"
"107A","201","Rockefeller Building 107A","CLU","DB","PC1","","YP",2,,,"DOM01_BMS",13.3999996,"N","LIVE-16-17","","ROCKF_","X01"
"111","201","Rockefeller Building 111","CLU","DB","LA","","YP",10,,,"DOM01_BMS",35.7999992,"N","LIVE-16-17","","ROCKF_","X01"
"FUR517","227","Archway - 517 Furnival","WHH","WB","CR","","N",24,,,"EXWRBO",-1,"N","LIVE-15-16","","FURNV_","X03"
"122","201","Rockefeller Building 122","CLU","DB","LA","","YP",1,,,"DOM01_BMS",14.5,"N","LIVE-16-17","","ROCKF_","X01"
"123","201","Rockefeller Building 123","CLU","DB","LA","","YP",12,,,"DOM01_BMS",33,"N","LIVE-16-17","","ROCKF_","X01"
"124","201","Rockefeller Building 124","CLU","DB","LA","","YP",12,,,"DOM01_BMS",40.7999992,"N","LIVE-16-17","","ROCKF_","X01"
"L102","INALS","Institute of Advanced Legal Studies L102","EXT","DB","CR","","N",18,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","ION","X06"
"125","201","Rockefeller Building 125","CLU","DB","LA","","YP",13,,,"DOM01_BMS",38.5,"N","LIVE-16-17","","ROCKF_","X01"
"251","180","Birkbeck Malet Street 251","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",36.8600006,"N","LIVE-16-17","","","X06"
"G22","201","Rockefeller Building G22","CLU","DB","LA","","YA",16,,,"BIOSC_LIF",-1,"N","LIVE-16-17","","ROCKF_","X01"
"252","180","Birkbeck Malet Street 252","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",37.0400009,"N","LIVE-16-17","","","X06"
"G17","012","South Wing G17 Editing Suite","REC","DB","LA","","N",35,,,"ANTHR_SHS",33.0999985,"N","LIVE-16-17","","SWING_","X01"
"FUR619","227","Archway - 619 Furnival","WHH","WB","CR","","N",24,,,"EXWRBO",-1,"N","LIVE-15-16","","FURNV_","X03"
"253","180","Birkbeck Malet Street 253","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",37.1500015,"N","LIVE-16-17","","","X06"
"254","180","Birkbeck Malet Street 254","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",37.3699989,"N","LIVE-16-17","","","X06"
"FUR622","227","Archway - 622 Furnival","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-15-16","","FURNV_","X03"
"255","180","Birkbeck Malet Street 255","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",36.4199982,"N","LIVE-16-17","","","X06"
"351","180","Birkbeck Malet Street 351","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",37.2000008,"N","LIVE-16-17","","","X06"
"352","180","Birkbeck Malet Street 352","EXT","CB","CR","","NN",25,,,"ESTDV_ADM",37.0999985,"N","LIVE-16-17","","","X06"
"446","086","Torrington (1-19) 446","SNR","DB","CR","","YP",14,,,"PSY01_BRN",25.5,"N","LIVE-16-17","","TORPL19_","X01"
"537A","086","Torrington (1-19) 537A","SNR","DB","LA","","YP",3,,,"PSY01_BRN",7.5999999,"N","LIVE-16-17","","TORPL19_","X01"
"537C","086","Torrington (1-19) 537C","SNR","DB","LA","","YP",2,,,"PSY01_BRN",5.80000019,"N","LIVE-16-17","","TORPL19_","X01"
"544","086","Torrington (1-19) 544","SNR","DB","LA","","YP",25,,,"PSY01_BRN",50.7000008,"N","LIVE-16-17","","TORPL19_","X01"
"546A","086","Torrington (1-19) 546A","SNR","DB","LA","","YP",2,,,"EPI02_PHS",6.30000019,"N","LIVE-16-17","","TORPL19_","X01"
"518","044","Darwin 518","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"LCC","INALS","Institute of Advanced Legal Studies Council Chamber","EXT","DB","LT","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","ION","X06"
"520","044","Darwin 520","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"128","107","Drayton 128","SNR","DB","ER","","N",28,,,"ECONS_SHS",63.3699989,"N","LIVE-15-16","","DRAYT_","X01"
"546B","086","Torrington (1-19) 546B","SNR","DB","LA","","YP",2,,,"EPI02_PHS",6.19999981,"N","LIVE-16-17","","TORPL19_","X01"
"514","126","Taviton (16) 514","SNR","DB","OF","","N",5,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"107","035","Gordon Square (16-18) 107","REC","DB","OF","","N",8,,,"SCAND_ART",-1,"N","LIVE-16-17","","GRDSQ16_","X01"
"122","181","Birkbeck Gordon Square (43) 122","EXT","CB","CR","","N",27,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"519","126","Taviton (16) 519","SNR","DB","MR","","N",10,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"BO1","182","Birkbeck Clore Management Centre B01","EXT","DB","LT","","NN",250,,,"ESTDV_ADM",162.240005,"N","LIVE-16-17","","BBK","X06"
"524","126","Taviton (16) 524","SNR","DB","OF","","N",10,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"525","126","Taviton (16) 525","SNR","DB","OF","","N",10,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"227","126","Taviton (14) 227 Paleoanthropology Computer Lab","SNR","DB","LA","","N",6,,,"ANTHR_SHS",-1,"N","LIVE-16-17","","TAVTN_","X01"
"536","126","Taviton (16) 536","SNR","DB","CR","","N",10,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"537","126","Taviton (16) 537","SNR","DB","CR","","N",10,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"AN53","126","Taviton (14) Common Room","SNR","DB","SS","","Y",70,,,"ANTHR_SHS",-1,"N","LIVE-16-17","","TAVTN_","X01"
"G13","126","Taviton (14) G13 Staff Common Room","SNR","DB","SS","","N",20,,,"ANTHR_SHS",-1,"N","LIVE-16-17","","TAVTN_","X01"
"WHSTA1","228","Archway - Staple Building - Practical Rm 1","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-15-16","","STAPL_","X03"
"GO1","036","Henry Morley GO1","REC","DB","OF","","N",38,,30,"MANSC_ENG",-1,"N","LIVE-15-16","","HMORL_","X01"
"WHSTA2","228","Archway - Staple Building - Practical Rm 2","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-15-16","","STAPL_","X03"
"B16","016","Basement laboratory B16","REC","DB","LA","","N",28,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","MEDSC_","X01"
"CHAFRMCAL","CHAFRM","Chase Farm Hospital - CAL Rm","CFH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-15-16","","CHASE_","X03"
"SE09","126","Taviton (16) Library Call Room","SNR","DB","MR","","N",10,,,"SSEES_SES",-1,"N","LIVE-16-17","","TAVTN_","X01"
"501","352","Tottenham (90) 501","SNR","DB","MR","","N",30,,,"ESTDV_ADM",68.1999969,"N","LIVE-16-17","","TOTCR90_","X01"
"B03","035","Gordon Square (16-18) B03","REC","CB","CR","","YP",10,,,"ESTDV_ADM",17.7000008,"N","LIVE-15-16","","GRDSQ16_","X01"
"G1","268","Stanmore - Student Centre G1","ORS","DB","CR","","N",,,,"BIOSC_LIF",-1,"N","LIVE-16-17","","STANMORE","X04"
"626","350","Malet Place Engineering Building 6.25","REC","DB","LA","","N",11,,,"COMPS_ENG",12,"N","LIVE-16-17","","MALET_","X01"
"B1.06","212","Cruciform B1.06","CLU","CB","CR","","YA",10,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","CRUCI_","X01"
"CAMCEN","CAMTH","Camden Centre","EXT","DB","CR","","N",700,,,"ENGSC_ENG",-1,"N","LIVE-16-17","","","X06"
"B301","212","Cruciform B.3.01","CLU","CB","CR","","YA",10,,,"ESTDV_ADM",17,"N","LIVE-15-16","","CRUCI_","X01"
"G01","CCLS","Centre for Commercial Law Studies Ground Floor LT","EXT","DB","LT","","N",100,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","EXT","X06"
"COUN","CONGCE","Congress Centre Council Chamber","EXT","DB","LT","","N",160,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"LG05","388","Central House LG05 Student Hub","SNR","DB","PC1","","N",6,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X01"
"ICHWG","238","ICH - Main Building Winter Garden (Lower Ground Floor)","CHH","DB","SS","","YN",150,,,"CHILD_PHS",0,"N","LIVE-16-17","","","X05"
"B02","035","Gordon Square (16-18) B02","REC","CB","CR","","YP",10,,,"ESTDV_ADM",17,"N","LIVE-15-16","","GRDSQ16_","X01"
"17214","242","Inst Neurology - Queen Square House Gilliatt Lecture Theatre","NEU","DB","LT","","N",80,,,"NEURO_BRN",-1,"N","LIVE-16-17","","ION","X05"
"FH02","FH","Friends House William Penn","EXT","DB","CR","","N",20,,,"HISTR_SHS",-1,"N","LIVE-16-17","","","X06"
"G26","003","Pearson (North East Entrance) G26","REC","CB","CR","","YA",10,,,"ESTDV_ADM",22.7999992,"N","LIVE-15-16","","PEARS_","X01"
"FHLT","FH","Friends House Lecture Theatre","EXT","DB","LT","","N",400,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","","X06"
"17213","INALS","Institute of Advanced Legal Studies","EXT","DB","CR","","N",30,,,"LAWSD_LAW",-1,"N","LIVE-16-17","","ION","X06"
"MWHall","MWH","Mary Ward Hall","EXT","DB","LT","","N",350,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"G24","040","Foster Court G24","REC","DB","SS","","N",40,,,"SELCS_ART",-1,"N","LIVE-16-17","","FOSTR_","X01"
"RASC","RAS","Royal Asiatic Society Council Room","EXT","DB","CR","","N",30,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","ES","X06"
"IOCOH","234","Cayton St (17-25) - OHRI lecture theatre","INO","DB","LT","","",34,,,"OPHTH_BRN",-1,"N","LIVE-16-17","","","X05"
"B16","201","Rockefeller B16","CLU","CB","CR","","YA",10,,,"ESTDV_ADM",17.0499992,"N","LIVE-15-16","","ROCKF_","X01"
"CR2","151","Aviation House CR2","","DB","MR","","",20,,,"IOCTM_PHS",-1,"N","LIVE-16-17","","",""
"001","AMBH","Ambassadors Bloomsbury Hotel Enterprise Room","EXT","DB","CR","","N",110,,,"BSPLN_BEN",-1,"N","LIVE-16-17","","","X06"
"118","X402","South Quad Pop Up Learning Hub 101","REC","CB","CR","","NN",25,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X01"
"209","035","Gordon Square (16-18) 209","REC","DB","OF","","N",2,,,"SCAND_ART",-1,"N","LIVE-16-17","","GRDSQ16_","X01"
"210","202","Rayne Institute 210","CLU","DB","CR","","Y",40,,,"MEDCN_MDS",57.7000008,"N","LIVE-16-17","","RAYNE_","X01"
"411","202","Rayne Institute 411","CLU","DB","CR","","N",0,,,"MEDCN_MDS",-1,"N","LIVE-16-17","","RAYNE_",""
"532","126","Taviton (16) 532","SNR","CB","CR","","YA",10,,,"ESTDV_ADM",15.6999998,"N","LIVE-15-16","","TAVTN_","X01"
"008","Senate","Senate House Dellar Hall","EXT","DB","CR","","N",130,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"0129","232","Ashton 0129","INO","DB","LA","","",,,,"NEURO_BRN",0,"N","LIVE-16-17","","","X05"
"IN1","CONGCE","Congress Centre Invison 1","EXT","DB","LT","","N",60,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"CR3","151","Aviation House CR3","","DB","MR","","",30,,,"IOCTM_PHS",-1,"N","LIVE-16-17","","",""
"G01","035","Gordon Square (16-18) G01","REC","CB","CR","","YP",12,,,"ESTDV_ADM",20.6000004,"N","LIVE-15-16","","GRDSQ16_","X01"
"IN2","CONGCE","Congress Centre Invison 2","EXT","DB","LT","","N",60,,,"ESTDV_ADM",-1,"N","LIVE-16-17","","","X06"
"G06","035","Gordon Square (16-18) G06","REC","CB","CR","","YP",12,,,"ESTDV_ADM",18.2000008,"N","LIVE-15-16","","GRDSQ16_","X01"
"G01A","242","Inst Neurology - Queen Square House G01A","NEU","DB","CR","","N",16,,,"NEURO_BRN",28.2000008,"N","LIVE-16-17","","ION","X05"
"G02","047","Torrington (33-35) G02","REC","DB","CR","","N",15,,,"EUSPS_ART",102.800003,"N","LIVE-15-16","","","X01"
"ADM 4","162","IOE - Bedford Way (20) 877A - ADM Studio D","EXT","DB","LA","","",30,,,"ICIED_NFA",-1,"N","LIVE-16-17","","","X01"
"CR4","151","Aviation House CR4","","DB","MR","","",30,,,"IOCTM_PHS",-1,"N","LIVE-16-17","","",""
"317","202","Rayne Institute 317","CLU","DB","CR","","Y",10,,,"MEDCN_MDS",14.3000002,"N","LIVE-16-17","","RAYNE_",""
"G09","035","Gordon Square (16-18) G09","REC","CB","CR","","YP",12,,,"ESTDV_ADM",20.1000004,"N","LIVE-15-16","","GRDSQ16_","X01"
"412","202","Rayne Institute 412","CLU","DB","CR","","N",0,,,"MEDCN_MDS",-1,"N","LIVE-16-17","","RAYNE_",""
"G12","242","Inst Neurology - Queen Square House G12","NEU","DB","CR","","N",70,,,"NEURO_BRN",90.4000015,"N","LIVE-16-17","","ION","X05"
"G13","242","Inst Neurology - Queen Square House G13","NEU","DB","MR","","N",,,,"NEURO_BRN",14.1000004,"N","LIVE-16-17","","ION","X05"
"B15","029","Gordon Square (22) B15","REC","CB","CR","","YP",12,,,"ESTDV_ADM",25.6000004,"N","LIVE-15-16","","GRDSQ22_","X01"
"17212","242","Inst Neurology - Queen Square Housae Foyer Meeting Room 1","SNR","DB","CR","","N",30,,,"NEURO_BRN",-1,"N","LIVE-16-17","","ION","X05"
"CR5","151","Aviation House CR5","","DB","MR","","",45,,,"IOCTM_PHS",-1,"N","LIVE-16-17","","",""
"G10","024","Gordon Square (26) G10","REC","CB","CR","","YP",12,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","GRDSQ26_","X01"
"336","374","Rockefeller 336","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",24.5,"N","LIVE-15-16","","ROCKF_","X01"
"B14","201","Rockefeller B14","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",21.2600002,"N","LIVE-15-16","","ROCKF_","X01"
"120","050","Bernard Katz  ACBE Innovation Lab 1.20","REC","DB","LA","","N",10,,,"BENGN_ENG",21.2700005,"N","LIVE-15-16","","BKATZ_","X01"
"CRA","151","Aviation House CRA","","DB","MR","","",20,,,"IOCTM_PHS",-1,"N","LIVE-16-17","","",""
"B14A","201","Rockefeller B14A","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",19.5,"N","LIVE-15-16","","ROCKF_","X01"
"CRB","151","Aviation House CRB","","DB","MR","","",60,,,"IOCTM_PHS",-1,"N","LIVE-16-17","","",""
